,realized_pnl,realized_pnl_percentage,realized_pnl_percentage_weighted
0,0.0,0.0,0.0
1,-73.40485600500143,-0.7340485601355362,-0.7394766779564594
2,0.0,0.0,0.0
3,-249.78850384999998,-2.516356316054358,-2.581311305877836
4,0.0,0.0,0.0
5,213.12316666199905,2.202412165705292,2.1549512567350235
6,0.0,0.0,0.0
7,843.2092180980001,8.52593733949667,7.856128725635917
8,0.0,0.0,0.0
9,214.84960619800037,2.001740644038308,1.9624573374840502
10,0.0,0.0,0.0
11,223.51778226299913,2.0416333066453074,2.0007846210925893
12,0.0,0.0,0.0
13,177.67803440000094,1.5904572564612307,1.565557729877018
14,0.0,0.0,0.0
15,97.7994742779995,0.8617312965139012,0.8543689319739712
16,0.0,0.0,0.0
17,-366.12703870299924,-3.1984585741811067,-3.3041401270459154
18,0.0,0.0,0.0
19,1097.7135912079996,9.906396255850236,9.013484739461186
20,0.0,0.0,0.0
21,761.4207026610007,6.252135292107974,5.884244372608385
22,0.0,0.0,0.0
23,-386.5785991829999,-2.9874718920655297,-3.0794701980850365
24,0.0,0.0,0.0
25,-207.79748177699918,-1.6553067185978487,-1.6831683164990137
26,0.0,0.0,0.0
27,-38.49412279300016,-0.3118040089086893,-0.3127792671902808
28,0.0,0.0,0.0
29,343.4545387800008,2.7906976744186185,2.714932126588032
30,0.0,0.0,0.0
31,-466.2374266800011,-3.6855036855036993,-3.826530611725778
32,0.0,0.0,0.0
33,-171.12834387000038,-1.4044943820224698,-1.4245014242627307
34,0.0,0.0,0.0
35,423.72617767199904,3.5271687321258183,3.406998157901887
36,0.0,0.0,0.0
37,-457.1541007019985,-3.6757775683317506,-3.8160469666487478
38,0.0,0.0,0.0
39,-536.3041860329997,-4.476744186046511,-4.686548995421288
40,0.0,0.0,0.0
41,1205.716570735,10.536277602523668,9.531963470169678
42,0.0,0.0,0.0
43,-173.15803151999938,-1.368925393566045,-1.3879250519556283
44,0.0,0.0,0.0
45,-266.91312718700044,-2.1394064872325758,-2.1861777149008037
46,0.0,0.0,0.0
47,-583.4602310859999,-4.778887303851642,-5.01872659170159
48,0.0,0.0,0.0
49,-339.43541059200027,-2.919708029197088,-3.0075187967819677
50,0.0,0.0,0.0
51,479.821128001999,4.251386321626605,4.078014184106019
52,0.0,0.0,0.0
53,-576.6324834059999,-4.900816802800467,-5.153374232887042
54,0.0,0.0,0.0
55,-26.32803775799944,-0.23529411764705577,-0.23584905659489505
56,0.0,0.0,0.0
57,503.1996967540011,4.507710557532629,4.313280363133777
58,0.0,0.0,0.0
59,8059.904162199,69.08713692946058,40.85889570485867
60,0.0,0.0,0.0
61,-277.83368828399813,-1.4084507042253391,-1.4285714285272728
62,0.0,0.0,0.0
63,-188.03661223900076,-0.9668508287292821,-0.9762900976121344
64,0.0,0.0,0.0
65,-761.7076326160006,-3.9548022598870136,-4.117647058675288
66,0.0,0.0,0.0
67,561.3741223229999,3.0346820809248554,2.9453015427723632
68,0.0,0.0,0.0
69,-323.96580267599785,-1.6997167138810054,-1.7291066281949046
70,0.0,0.0,0.0
71,-495.2252578319992,-2.643171806167399,-2.7149321266032094
72,0.0,0.0,0.0
73,-27.891126906999403,-0.1529051987767538,-0.15313935681248672
74,0.0,0.0,0.0
75,-555.9906509850001,-3.052728954671602,-3.148854961762689
76,0.0,0.0,0.0
77,-114.86840755600046,-0.6505576208178487,-0.6548175864943434
78,0.0,0.0,0.0
79,2470.206591845998,14.081632653061217,12.343470482799965
80,0.0,0.0,0.0
81,-451.94790882499996,-2.258355916892507,-2.310536044236136
82,0.0,0.0,0.0
83,-799.8637934759992,-4.089219330855009,-4.263565891470592
84,0.0,0.0,0.0
85,36.89369065999921,0.1966568338249708,0.19627085376852016
86,0.0,0.0,0.0
87,-452.04012967200043,-2.4048096192384794,-2.4640657084183575
88,0.0,0.0,0.0
89,-538.9803830969992,-2.9379760609357986,-3.026905829457526
90,0.0,0.0,0.0
91,557.0690688360022,3.1284916201117507,3.0335861320845225
92,0.0,0.0,0.0
93,460.08478301400083,2.505446623093688,2.4442082890358936
94,0.0,0.0,0.0
95,120.02211730800099,0.6376195536663243,0.6335797254440749
96,0.0,0.0,0.0
97,-796.1165334719975,-4.202586206896541,-4.386951630842318
98,0.0,0.0,0.0
99,-291.4460543100007,-1.6059957173447548,-1.6322089227348933
100,0.0,0.0,0.0
101,-669.0745952319969,-3.747072599531598,-3.8929440388046155
102,0.0,0.0,0.0
103,515.0333506679992,2.9966703662597016,2.90948275850744
104,0.0,0.0,0.0
105,-212.21043375599862,-1.1988011988011915,-1.2133468149349098
106,0.0,0.0,0.0
107,705.374753577001,4.033092037228547,3.8767395625807923
108,0.0,0.0,0.0
109,223.05667136200088,1.2259194395796813,1.2110726643154157
110,0.0,0.0,0.0
111,655.4486835200005,3.558718861209975,3.4364261167462433
112,0.0,0.0,0.0
113,297.50781666600244,1.559792027729645,1.5358361774549103
114,0.0,0.0,0.0
115,-14.787072142999685,-0.07633587786259888,-0.07639419404014611
116,0.0,0.0,0.0
117,116.16670628800009,0.6001500375093727,0.5965697240794869
118,0.0,0.0,0.0
119,502.34411227599867,2.5797691785471866,2.514890800780445
120,0.0,0.0,0.0
121,476.5914390099998,2.3859649122806914,2.330363262348357
122,0.0,0.0,0.0
123,360.37673467600143,1.7621145374449476,1.7316017315869274
124,0.0,0.0,0.0
125,1022.8840588199992,4.914933837429114,4.684684684644557
126,0.0,0.0,0.0
127,559.2108156800016,2.5611175785797524,2.4971623153746636
128,0.0,0.0,0.0
