,realized_pnl,realized_pnl_percentage,realized_pnl_percentage_weighted
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,419.85039154516977,11.19946906021012,3.791017133500063
6,54.50979118088836,2.230487137331938,0.49219330616731394
7,290.81176152421875,17.711617286479296,2.6258695782186443
8,216.65983145734862,15.561970896327072,1.9563186071428922
9,93.04277009908675,12.034385750891419,0.8401248223106563
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,-36.41901968687058,-1.0636243367030396,-0.34291415723642954
16,-175.9834654082489,-6.087918732147079,-1.6570248800456262
17,-357.63048942662385,-17.012314561117712,-3.3673766877364426
18,59.197820572631834,4.070270347281157,0.5573947603871305
19,56.40858858570785,4.686873207991371,0.531131913546205
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,10.12007208310852,0.24189481223491072,0.09530619307553466
25,-0.2039807064666748,-0.008720068945788917,-0.001920996652449279
26,6.140620645968627,0.5789231040886689,0.057829546280122546
27,-18.021510488560484,-1.9743433539430089,-0.16971831267904822
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,-176.3014834713928,-5.414250381136865,-1.6541569545695503
33,242.66994494887675,7.61760403804157,2.2768621635978974
34,-46.76192058723449,-3.2872853476492936,-0.43874591764824405
35,19.99704358863144,3.172210350413107,0.1876232013006998
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,236.94250437234763,5.3943684034237105,2.140170617447542
42,-28.212407803045654,-1.1854277158867,-0.2548270787779039
43,61.37153502608261,4.1745626481816345,0.5543351386379765
44,106.61535758961257,7.406425643322123,0.9629975689097205
45,36.393205979293825,3.728361651202605,0.3287197048833536
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,-23.09424783637237,-0.8622726261167224,-0.2079293850125616
52,171.27260317150953,6.483632088187097,1.54205529009974
53,8.878292398548126,0.4309795321596255,0.0799358304055418
54,-53.12880076619568,-2.67002816355274,-0.4783459044884504
55,-68.35034523971558,-4.017220718275372,-0.6153932941131347
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,94.92479378127517,2.8965811101920647,0.8996351285541366
62,-703.4175860795219,-24.950413473250965,-6.666531948839702
63,-72.57936446553039,-3.1510541586001084,-0.6878597601357658
64,-42.5577147781784,-2.896740417848309,-0.40333419415854627
65,168.3324201946289,13.598386868284074,1.595344613869432
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,49.289920379791255,1.453429046312893,0.45369382027780236
72,273.03680927236024,12.033462995922983,2.513193612826919
73,-38.812085959776304,-2.2750203705395267,-0.3572495840196352
74,25.34822421141052,1.5040120941610224,0.23332017157098572
75,3.7976015382118224,0.25320240922357407,0.03495538918481566
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,0.0,0.0
80,0.0,0.0,0.0
81,136.86279148044662,4.416240431531837,1.248788642764515
82,-79.02110987337646,-2.7095594521450606,-0.7210189378799697
83,55.391840453540034,2.0664899681187565,0.5054164138548015
84,-93.4705392158245,-6.2810529922541765,-0.8528610774570763
85,75.74368954323577,11.137769191698489,0.6911144967855476
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,576.4527458450035,17.458026006234583,4.716502513692476
92,642.4371874664246,20.844550452953726,5.2563833400312
93,-45.95044086978283,-1.7751265190100063,-0.37596380870719504
94,132.74900492812958,10.157930456783216,1.0861445624929795
95,-43.29430453385467,-6.364506807410198,-0.35423145719111165
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,-200.1666402074539,-4.920429333829768,-1.7688480726519968
102,-265.6448955117279,-6.601560730166889,-2.3474713915803798
103,-243.53502389612558,-14.667716659007324,-2.152089165284787
104,-182.63885108064423,-11.232593844703453,-1.6139571478571602
105,-13.838541856933594,-1.6402690889945948,-0.12228949872257207
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,-69.31557913572692,-1.2889537800032214,-0.5904067769638213
112,349.7770082822571,9.260421953178067,2.979282849409746
113,22.14709692901611,2.6225413171682366,0.18864151868892295
114,78.62509550144195,9.690918201115316,0.6697021045237519
115,42.860842581859586,8.476934388903224,0.36507423355951524
116,0.0,0.0,0.0
117,0.0,0.0,0.0
118,0.0,0.0,0.0
119,0.0,0.0,0.0
120,0.0,0.0,0.0
121,-186.2043928782959,-3.5373268228970134,-1.553329433649973
122,187.54348435,5.645429876113073,1.5645002237972667
123,42.30033724168091,3.3262704861160675,0.352872227529933
124,59.89732250976562,5.204869772978071,0.4996674493713776
125,143.59175211744576,19.622167664358827,1.1978519493854416
126,0.0,0.0,0.0
127,0.0,0.0,0.0
128,0.0,0.0,0.0
129,0.0,0.0,0.0
130,0.0,0.0,0.0
