,portfolio_value_total,portfolio_value,leverage,leverage_total,cash_weight_percentage,cash_weight_percentage_total,unrealized_pnl_percentage,unrealized_pnl_percentage_total,timestamp
0,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1411311600.0
1,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1411398000.0
2,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1411484400.0
3,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1411570800.0
4,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1411657200.0
5,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1411916400.0
6,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1412002800.0
7,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1412089200.0
8,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1412175600.0
9,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1412262000.0
10,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1412521200.0
11,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1412607600.0
12,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1412694000.0
13,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1412780400.0
14,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1412866800.0
15,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1413126000.0
16,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1413212400.0
17,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1413298800.0
18,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1413385200.0
19,10000.0,10000.0,0.0,0.0,100.0,100.0,0.0,0.0,1413471600.0
20,10156.745942359,10156.745942359,0.9999999989630536,0.9999999989630536,1.0369464176207543e-07,1.0369464176207543e-07,1.5432693034615192,1.5432693034615192,1413730800.0
21,10313.235487333,10313.235487333,0.9999999989787879,0.9999999989787879,1.0212121148711617e-07,1.0212121148711617e-07,3.037218414315513,3.037218414315513,1413817200.0
22,10570.560881473999,10570.560881473999,0.999999999003648,0.999999999003648,9.963520009037552e-08,9.963520009037552e-08,5.39764055920596,5.39764055920596,1413903600.0
23,10458.346388127,10458.346388127,0.9999999989929574,0.9999999989929574,1.0070425604524758e-07,1.0070425604524758e-07,4.382589475591902,4.382589475591902,1413990000.0
24,10618.501688800001,10618.501688800001,0.9999999990081462,0.9999999990081462,9.918538212971839e-08,9.918538212971839e-08,5.824754818774221,5.824754818774221,1414076400.0
25,10690.80973748,10690.80973748,0.9999999990148547,0.9999999990148547,9.851452986708864e-08,9.851452986708864e-08,6.461715758144572,6.461715758144572,1414335600.0
26,10434.169806775999,10434.169806775999,0.9999999989906241,0.9999999989906241,1.0093759161833304e-07,1.0093759161833304e-07,4.161038346280771,4.161038346280771,1414422000.0
27,10906.776555991999,10906.776555991999,0.9999999990343617,0.9999999990343617,9.65638347061315e-08,9.65638347061315e-08,8.313882212007284,8.313882212007284,1414508400.0
28,10639.733122282,10639.733122282,0.9999999990101256,0.9999999990101256,9.898744046665797e-08,9.898744046665797e-08,6.0126801577593545,6.0126801577593545,1414594800.0
29,10660.981415674,10660.981415674,0.9999999990120984,0.9999999990120984,9.879016493741233e-08,9.879016493741233e-08,6.200005326922444,6.200005326922444,1414681200.0
30,10807.458769302,10807.458769302,0.9999999990254881,0.9999999990254881,9.74511915607934e-08,9.74511915607934e-08,7.4713101991704365,7.4713101991704365,1414940400.0
31,10809.159303931,10809.159303931,0.9999999990256412,0.9999999990256412,9.743588158528382e-08,9.743588158528382e-08,7.485867135261209,7.485867135261209,1415026800.0
32,10845.771804119,10845.771804119,0.9999999990289302,0.9999999990289302,9.710697801423862e-08,9.710697801423862e-08,7.798170747035203,7.798170747035203,1415113200.0
33,10658.470464349,10658.470464349,0.9999999990118656,0.9999999990118656,9.881343521200847e-08,9.881343521200847e-08,6.177907670256115,6.177907670256115,1415199600.0
34,10846.775359749001,10846.775359749001,0.99999999902902,0.99999999902902,9.70979963099694e-08,9.70979963099694e-08,7.806701362058954,7.806701362058954,1415286000.0
35,10825.097190051,10825.097190051,0.9999999990270757,0.9999999990270757,9.729242966827201e-08,9.729242966827201e-08,7.622076509477623,7.622076509477623,1415545200.0
36,10913.828521398,10913.828521398,0.9999999990349856,0.9999999990349856,9.650144017214757e-08,9.650144017214757e-08,8.373125155909483,8.373125155909483,1415631600.0
37,11074.74300592,11074.74300592,0.9999999990490072,0.9999999990490072,9.509928400319723e-08,9.509928400319723e-08,9.70445097773823,9.70445097773823,1415718000.0
38,11062.633815019999,11062.633815019999,0.9999999990479665,0.9999999990479665,9.520334520729534e-08,9.520334520729534e-08,9.605613209191075,9.605613209191075,1415804400.0
39,11074.499046779,11074.499046779,0.9999999990489864,0.9999999990489864,9.510136012025328e-08,9.510136012025328e-08,9.702461865230068,9.702461865230068,1415890800.0
40,11268.687050515999,11268.687050515999,0.9999999976108128,0.9999999976108128,2.3891871814285537e-07,2.3891871814285537e-07,1.7232531426818534,1.7232531426818534,1416150000.0
41,11140.486093268,11140.486093268,0.9999999975833189,0.9999999975833189,2.4166810774772784e-07,2.4166810774772784e-07,0.5923174800144032,0.5923174800144032,1416236400.0
42,11236.559181752,11236.559181752,0.9999999976039818,0.9999999976039818,2.3960181616544673e-07,2.3960181616544673e-07,1.4422576551386235,1.4422576551386235,1416322800.0
43,11079.352808279998,11079.352808279998,0.9999999975699846,0.9999999975699846,2.430015411114539e-07,2.430015411114539e-07,0.04380907066496334,0.04380907066496334,1416409200.0
44,11141.673834342999,11141.673834342999,0.9999999975835768,0.9999999975835768,2.416423172668658e-07,2.416423172668658e-07,0.6029146837608996,0.6029146837608996,1416495600.0
45,11190.521970853,11190.521970853,0.9999999975941247,0.9999999975941247,2.405875276778602e-07,2.405875276778602e-07,1.036796356561343,1.036796356561343,1416754800.0
46,11285.361437509,11285.361437509,0.9999999976143429,0.9999999976143429,2.3856571162994555e-07,2.3856571162994555e-07,1.8684593479581397,1.8684593479581397,1416841200.0
47,11297.014121794999,11297.014121794999,0.999999997616804,0.999999997616804,2.3831959738984665e-07,2.3831959738984665e-07,1.9696804183568113,1.9696804183568113,1416927600.0
48,11421.153739514999,11421.153739514999,0.9999999976427074,0.9999999976427074,2.3572925833548197e-07,2.3572925833548197e-07,3.0351985503587198,3.0351985503587198,1417100400.0
49,11379.786472589,11379.786472589,0.9999999976341384,0.9999999976341384,2.365861617725784e-07,2.365861617725784e-07,2.6827166445113857,2.6827166445113857,1417359600.0
50,10983.099917018999,10983.099917018999,0.9999999975486885,0.9999999975486885,2.4513114871282937e-07,2.4513114871282937e-07,-0.8321797165695572,-0.8321797165695572,1417446000.0
51,10954.135241748,10954.135241748,0.9999999975422067,0.9999999975422067,2.457793302212963e-07,2.457793302212963e-07,-1.098797872900765,-1.098797872900765,1417532400.0
52,10965.388349408999,10965.388349408999,0.999999997544729,0.999999997544729,2.455270986523317e-07,2.455270986523317e-07,-0.9950463576228995,-0.9950463576228995,1417618800.0
53,10929.926158039,10929.926158039,0.9999999975367629,0.9999999975367629,2.4632370587696073e-07,2.4632370587696073e-07,-1.3227252101210758,-1.3227252101210758,1417705200.0
54,10926.949956899,10926.949956899,0.9999999975360919,0.9999999975360919,2.463908077565691e-07,2.463908077565691e-07,-1.3503227383853926,-1.3503227383853926,1417964400.0
55,10691.6516823,10691.6516823,0.9999999974818669,0.9999999974818669,2.518133146445223e-07,2.518133146445223e-07,-3.580806556884028,-3.580806556884028,1418050800.0
56,10791.022654818,10791.022654818,0.9999999975050557,0.9999999975050557,2.4949442511967845e-07,2.4949442511967845e-07,-2.626965034073321,-2.626965034073321,1418137200.0
57,10565.523670302999,10565.523670302999,0.9999999974518066,0.9999999974518066,2.548193434037671e-07,2.548193434037671e-07,-4.817322759936644,-4.817322759936644,1418223600.0
58,10619.964286965,10619.964286965,0.999999997464869,0.999999997464869,2.5351309940191413e-07,2.5351309940191413e-07,-4.28000271499875,-4.28000271499875,1418310000.0
59,10523.041180926999,10523.041180926999,0.798157887503212,0.798157887503212,20.184211249678796,20.184211249678796,-0.921056036668118,-0.921056036668118,1418569200.0
60,10417.092607075,10417.092607075,0.79610502258505,0.79610502258505,20.389497741495,20.389497741495,-1.947488493595758,-1.947488493595758,1418655600.0
61,10260.328223191,10260.328223191,0.792989774240533,0.792989774240533,20.701022575946702,20.701022575946702,-3.5051126625864586,-3.5051126625864586,1418742000.0
62,10455.195306705,10455.195306705,0.7968480932645164,0.7968480932645164,20.315190673548354,20.315190673548354,-1.5759531546420025,-1.5759531546420025,1418828400.0
63,10693.706929308999,10693.706929308999,0.8013791778763244,0.8013791778763244,19.86208221236756,19.86208221236756,0.689589146509037,0.689589146509037,1418914800.0
64,10713.907035261,10713.907035261,0.8017536595325462,0.8017536595325462,19.82463404674538,19.82463404674538,0.8768299742271486,0.8768299742271486,1419174000.0
65,10799.849300515,10799.849300515,0.8033312500251539,0.8033312500251539,19.666874997484605,19.666874997484605,1.665625218876173,1.665625218876173,1419260400.0
66,10751.180104318999,10751.180104318999,0.8024409561332023,0.8024409561332023,19.755904386679767,19.755904386679767,1.2204782738342146,1.2204782738342146,1419346800.0
67,10707.658395223,10707.658395223,0.8016379694372231,0.8016379694372231,19.83620305627769,19.83620305627769,0.8189849266868912,0.8189849266868912,1419519600.0
68,10822.464158249,10822.464158249,0.8037422133451863,0.8037422133451863,19.625778665481374,19.625778665481374,1.871106878461244,1.871106878461244,1419778800.0
69,10761.399276215,10761.399276215,0.8026285609025325,0.8026285609025325,19.737143909746745,19.737143909746745,1.3142806583025053,1.3142806583025053,1419865200.0
70,10687.438335383,10687.438335383,0.8012626791195531,0.8012626791195531,19.873732088044694,19.873732088044694,0.6313397682456143,0.6313397682456143,1419951600.0
71,10555.228270796999,10555.228270796999,0.7987733843970556,0.7987733843970556,20.122661560294443,20.122661560294443,-0.6133075903919999,-0.6133075903919999,1420124400.0
72,10475.511133093,10475.511133093,0.7972420787049587,0.7972420787049587,20.275792129504133,20.275792129504133,-1.3789604348341578,-1.3789604348341578,1420383600.0
73,10294.286587056999,10294.286587056999,0.7936726509518888,0.7936726509518888,20.632734904811123,20.632734904811123,-3.1636743076249196,-3.1636743076249196,1420470000.0
74,10257.397642873,10257.397642873,0.7929306305752138,0.7929306305752138,20.706936942478617,20.706936942478617,-3.534684495183992,-3.534684495183992,1420556400.0
75,10353.470943044998,10353.470943044998,0.7948520961199197,0.7948520961199197,20.51479038800803,20.51479038800803,-2.5739517248466206,-2.5739517248466206,1420642800.0
76,10619.148151755,10619.148151755,0.7999846285694795,0.7999846285694795,20.00153714305205,20.00153714305205,-0.007685505450499557,-0.007685505450499557,1420729200.0
77,10583.459832763,10583.459832763,0.799325581179483,0.799325581179483,20.067441882051696,20.067441882051696,-0.33720843236462955,-0.33720843236462955,1420988400.0
78,10392.9766284,10392.9766284,0.7956476063607809,0.7956476063607809,20.43523936392191,20.43523936392191,-2.176195823792779,-2.176195823792779,1421074800.0
79,10396.212594919,10396.212594919,0.7957112139003398,0.7957112139003398,20.428878609966016,20.428878609966016,-2.1443920543232924,-2.1443920543232924,1421161200.0
80,10345.029007932999,10345.029007932999,0.7947004644045601,0.7947004644045601,20.52995355954399,20.52995355954399,-2.6497667972878025,-2.6497667972878025,1421247600.0
81,10202.885156564,10202.885156564,0.7918402865013491,0.7918402865013491,20.81597134986509,20.81597134986509,-4.079855734955505,-4.079855734955505,1421334000.0
82,10271.348819413999,10271.348819413999,0.7932277748141779,0.7932277748141779,20.677222518582205,20.677222518582205,-3.3861115853024177,-3.3861115853024177,1421679600.0
